source_path,status,engine_mode,model,backend,source_sha256,transcript_path,transcript_sha256,reason,error
originals/Black-Vault-UFO/other/2021-002114-zip/P50 FOIA AAL2292 FREEWAY 02-21-21 2013-2047Z.wav,complete,whisper,large-v3,mlx,,P50 FOIA AAL2292 FREEWAY 02-21-21 2013-2047Z.tsv,c315efe3b50906b2376483a3011db6b5e15576c65685fdd048d9a68147307894,,
originals/Black-Vault-UFO/other/2021-002114-zip/PHX FOIA AAL2292 LN 02-21-21 2017-2056Z_Exmpt 3 DCRIT Military.wav,complete,whisper,large-v3,mlx,,PHX FOIA AAL2292 LN 02-21-21 2017-2056Z_Exmpt 3 DCRIT Military.tsv,8ee1abd58eb9ca85218d9d194691af26aa648058b1086cc340168d0a5ffe5e4a,,
originals/Black-Vault-UFO/other/2021-002114-zip/ZAB 21-02-21 AAL2292 AUDIO.wav,complete,whisper,large-v3,mlx,,ZAB 21-02-21 AAL2292 AUDIO.tsv,59bd980d3ab529330c48534701091acf14e2aeb0898c88ac6f15baa38527f111,,
originals/Black-Vault-UFO/video/2021-002114-zip/21-02-21 Video - AAL2292.mp4,complete,whisper,large-v3,mlx,,21-02-21 Video - AAL2292.tsv,6f0acdb89115b44847b1c5d5d57451f9f97ca2e9738193585a276d9eb6340eb7,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_0375.mov,complete,whisper,large-v3,mlx,,IMG_0375.tsv,1ac97b5b64b58d4ef8f2e7818801e570f48bdde49f5329c751eeb606259ed7ac,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_1913.mov,complete,whisper,large-v3,mlx,,IMG_1913.tsv,402568d34384fc53014eff6dbdc0767e35b9511bd784736dd5a83b441b6126f5,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_1914.mov,complete,whisper,large-v3,mlx,,IMG_1914.tsv,56ad3cbf9e38b193a37fddb1fd6cd109e105f79ad6eaceca0a6146d73e034c23,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_1915.mov,complete,whisper,large-v3,mlx,,IMG_1915.tsv,cd220bec9da6c9bacff7462fbf709888653302c1a397563ad5d55930dd1f2a22,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_1916.mov,complete,whisper,large-v3,mlx,,IMG_1916.tsv,d17fa947ca47c4b9a7a44b8251aa336f0974acfe2e15d2888116b530c4d0f7b0,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_9508.mov,complete,whisper,large-v3,mlx,,IMG_9508.tsv,bd96ba435a9630d5789ce61aa1a4f67f79f3708a3bf4527ef840989104147f67,,
originals/Black-Vault-UFO/video/2025-01757-f-videos-zip/IMG_9511.mov,complete,whisper,large-v3,mlx,,IMG_9511.tsv,131a878df57a804c8bf9f630460ca33d62192c2fa9b7d8126b0982ade1f86e68,,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 1.mp4,complete,whisper,large-v3,mlx,,Video pertaining to Unidentified Aerial Phenomenon 1.tsv,55bbcd35a0af8361e98c8a4a5a5c7a3b298871a87f9dc4b818eb5b8214830138,,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 10.avi,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 10-avi.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 10.mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 10-mp4.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 2.1 .mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 2.1 .tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 2.2.mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 2.2.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 3.mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 3.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 4.mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 4.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 7.mp4,no-audio,stream-inspection,,,,Video pertaining to Unidentified Aerial Phenomenon 7.tsv,,No audio stream detected.,
originals/Black-Vault-UFO/video/download-all-documents-pdf-and-video-files-linked-below-in-one-file/Video pertaining to Unidentified Aerial Phenomenon 9.avi,complete,whisper,large-v3,mlx,,Video pertaining to Unidentified Aerial Phenomenon 9.tsv,f6cbc742f8494b8343450578d5429eb83abd01c9980a6872ef57eb873fb8e956,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688723.mp4,complete,whisper,large-v3,mlx,,DOD_111688723.tsv,75b4dfd2d7e3561cb023592875613b74f6066d3c70e8c65dc79e18837b407301,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688762.mp4,complete,whisper,large-v3,mlx,,DOD_111688762.tsv,2d5f9817ff2131f0a445a614c8998d50d51a5901c23c14b39095183079335132,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688775.mp4,complete,whisper,large-v3,mlx,,DOD_111688775.tsv,f08d5c57363b94bfb14673333682a08d5185639c3f48dc5e7ce92cffb9388646,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688809.mp4,complete,whisper,large-v3,mlx,,DOD_111688809.tsv,df3917b517f387d8633edd6a74cc2c94983fbbf1eb8b86970959b8395909544a,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688816.mp4,complete,whisper,large-v3,mlx,,DOD_111688816.tsv,11d6078d227d363a2b69f9dc5d10914e897ef20e1e733a1d099cb6e523c4faae,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688825.mp4,complete,whisper,large-v3,mlx,,DOD_111688825.tsv,f12f24ff3961867ce32584edbfbedf4b6ad8b9cd5ecc6d6dd74f7d5efd31eccb,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688954.mp4,complete,whisper,large-v3,mlx,,DOD_111688954.tsv,1c5b3e18387aa0994b83faef96a17f1ccae0868ac3ecd6a34d9aaa897de8e55d,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688964.mp4,complete,whisper,large-v3,mlx,,DOD_111688964.tsv,44aea77341e02118b92401819627943c3d38a50f6141d945d135fba926bb0a38,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688970.mp4,complete,whisper,large-v3,mlx,,DOD_111688970.tsv,8b3cc36c9ff395994778e5582eaeb693c2ea087cad254b6d096008746a920548,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111688997.mp4,complete,whisper,large-v3,mlx,,DOD_111688997.tsv,07f3fc8a9c48dce8335669515405e1b3787afb730f55838030d19692167f48fe,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689005.mp4,complete,whisper,large-v3,mlx,,DOD_111689005.tsv,2388a91bc2eaa702991ccdfc1758b8bd7a79f2f29ea9b109f4675e8a89611f7c,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689011.mp4,complete,whisper,large-v3,mlx,,DOD_111689011.tsv,d88af60d330ee28fcd09a4884ccd69bfacf16c8062bc6a038a1aa467c8fa729d,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689022-1920x1080-9000k.mp4,complete,whisper,large-v3,mlx,,DOD_111689022-1920x1080-9000k.tsv,44aea77341e02118b92401819627943c3d38a50f6141d945d135fba926bb0a38,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689030.mp4,complete,whisper,large-v3,mlx,,DOD_111689030.tsv,687899b29bae7645fe2f9c77b3b01122e2bb569f6df650f224be4b43d7a0be83,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689044.mp4,complete,whisper,large-v3,mlx,,DOD_111689044.tsv,1f9a475594f010820d10697138f55de5763f05ed6d961b14334ac630407a11af,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689051.mp4,complete,whisper,large-v3,mlx,,DOD_111689051.tsv,ce394bb9e5cfc453083a5ef242354c5617a375a8734a226ee701da3632a0181f,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689057.mp4,complete,whisper,large-v3,mlx,,DOD_111689057.tsv,5d0c98e2a460a507f0172e9b117dcc45ce2ec5970617d14b8c9626a171170bc5,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689082.mp4,complete,whisper,large-v3,mlx,,DOD_111689082.tsv,7ea48651c345cfc45f0747df719cc064d54e237dc409fdf6af80b4e9c8dbb1ab,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689083.mp4,complete,whisper,large-v3,mlx,,DOD_111689083.tsv,7b52a13e2085f631447a077552b588a3e7347dcf24125c6af9f9c3409290fcc0,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689090.mp4,complete,whisper,large-v3,mlx,,DOD_111689090.tsv,2d9a70ed2454678f2590f8ca54eab49818e18f9b1989c790c0e53ebbcdb2c87a,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689115.mp4,complete,whisper,large-v3,mlx,,DOD_111689115.tsv,45445ea8e38289fd67a37e3380d611f593dde9c9dc657f4eb9d33bc9d73ca1a7,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689123.mp4,complete,whisper,large-v3,mlx,,DOD_111689123.tsv,405ef7625e6cd794c29c8aa25b68089fe0f647eca90f2bf453e9b4165671ad0c,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689133.mp4,complete,whisper,large-v3,mlx,,DOD_111689133.tsv,2dc398f60c3e82ac815ed697f7c82f509eb84f0663e522da5dc7aa290974644b,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689142.mp4,complete,whisper,large-v3,mlx,,DOD_111689142.tsv,db1707c17830a32f9f01c39d95be4523d9354a27cf13328d8cb43fc73e3b4013,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689167.mp4,complete,whisper,large-v3,mlx,,DOD_111689167.tsv,14d3f3f67e79b6a4c1454f747dbf76bfa71b37a08484518cd5895d057ce26c15,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689168.mp4,complete,whisper,large-v3,mlx,,DOD_111689168.tsv,678cb7ffc6a9fe89b13072f7df50e4525e8dafe2d1174fa2351c2836357576b0,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689232.mp4,complete,whisper,large-v3,mlx,,DOD_111689232.tsv,813b2991b015baf05f1b76b181a02576efd3c86dd302ee0850958c0641b7df64,,
originals/Black-Vault-UFO/video/the-black-vault-launches-searchable-ufo-files-release-archive/videos/DOD_111689759.mp4,complete,whisper,large-v3,mlx,,DOD_111689759.tsv,ff07e2e4399d82b6f03d6cd2421d32dcec412ba5457d62b08a5c7f6110e1410e,,
originals/Black-Vault-UFO/video/zip-file-available-of-above-three-videos/1 - FLIR.mp4,complete,whisper,large-v3,mlx,,1 - FLIR.tsv,c7e2e3c69f635ef7775142ab6ebe306167edf9ac10b9dbfd0f6b10bf07bc2175,,
originals/National-Archives-UAP-Bulk/other/127614/306-voa-ens-t-2808.mp3,complete,whisper,large-v3,mlx,,306-voa-ens-t-2808.tsv,e44b063de406e5799e5c5ac1c2372bcd45c7380ad46bb9020776ad4bf342c64c,,
originals/National-Archives-UAP-Bulk/other/130003/306-voa-enw-t-8990.mp3,complete,whisper,large-v3,mlx,,306-voa-enw-t-8990.tsv,91391cea01959a5ae138b0c0ea8d20f744913360ef6e54c2fed29a99cb6739d8,,
originals/National-Archives-UAP-Bulk/other/262327376/517-voa-87-306.mp3,complete,whisper,large-v3,mlx,,517-voa-87-306.tsv,e2ca9842db39a64e934f1e8c0812de4d73fdcfb21f227d2364631a44c9458ab7,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-10-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-10-s1.tsv,408510388411389c509c4ad90ad0e33fca9154463ed948f565d3d8e5f0b69eb7,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-10-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-10-s2.tsv,b47d9c0eeb561258e31ca05f03b05e635d777ed2cf8f6e72a8c1b46e03fc2a66,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-11-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-11-s1.tsv,8dc0b3d90b47c7c207407f719828ba7912f3d43b3322adec867c8020df072397,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-11-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-11-s2.tsv,a5f4f19b9b1f22970f86be4f1dfd83eb799992f8612f9756cca29cc1eb4c590c,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-12-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-12-s1.tsv,017cec094fdba833f480c6c3c0177246ed6dacb60910f81ca2261a176eade509,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-13-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-13-s1.tsv,b6e46d3c34ad4af8953938f10a7c4845e10930493479df950c219954e3e6c476,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-13-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-13-s2.tsv,a491591924ee0eb1562346a251511ce61f60d6864c0b9e6acb766fa5e81e30d2,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-14-r1-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-14-r1-s1.tsv,de00f42feed1235ae100d9207c00fb14d8cd75647a0c85f502357434b399efd9,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-14-r1-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-14-r1-s2.tsv,a3027c1bd1f06b3f7b3a7b14443cf3600abd0ad6c29da08e4ab06c2ee4244fa8,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-14-r2-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-14-r2-s1.tsv,dfbcec1bdc50aec998dd20931dc0cd19d6e1200b6c4f27ecee12ee2dca19e545,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-14-r2-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-14-r2-s2.tsv,a3a25cbe430fe48d0ba62e1c696b6e967d1908eaad2eecb249e8ac036efe5e71,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-15.mp3,complete,whisper,large-v3,mlx,,341-roswell-15.tsv,5f3ec6be27fdf91a9ec1629bbcdb84225030eff4dad5208220c45b5bd7b9ff57,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-16-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-16-s1.tsv,26379073c2461d25d45c7c68aa5132cfaf11271b4a215c19b0cc6d20ba06afc4,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-16-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-16-s2.tsv,a10a582e7be742e29cc30407078e8b2ac5024facb4336b8c5109c8943f4494f9,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-17.mp3,complete,whisper,large-v3,mlx,,341-roswell-17.tsv,ee49b7f52e935afadd1a449670ec4254cce051d5a38bb899c05fa41a4b73faad,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-18-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-18-s1.tsv,edfed9accff34c7b0ebc421d45ccd76406b95f1955ce99180d2f096a367f9169,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-2-r1-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-2-r1-s1.tsv,421f7e11c0b0701d244e350e469062f466374fdc23b7ae225e649c02d2d2b482,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-2-r1-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-2-r1-s2.tsv,706c61489d1e6bb296bc49dcb52d65461d5c0bc80cf2582d41193b9f4cc56ce8,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-2-r2-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-2-r2-s1.tsv,8a0063d2efbafe3a0162232bd569f1d220cd08511eb41ab846e96a9ceb45f08a,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-2-r2-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-2-r2-s2.tsv,5bae907d13777a15e8bca4c932fa35ff5de8a7febcd0ebf584c9cce1fe5613f8,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-3-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-3-s1.tsv,448d7e109edcc39e7e44d8168913c9b07a15b7d8ba4fbd686809f76279e477ee,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-3-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-3-s2.tsv,7ec70a62b5d9af203e3e6d692bdacbcf837b25e847707704f6fff56714ba496b,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-4-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-4-s1.tsv,9a38546144e428cd8d9dc30be855c590348a9b7d12576572589a54d6d659cd8a,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-5-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-5-s1.tsv,a07a79461d12f718dc4d02060b303f9c43f4c3ce72b637bcbd0b624f3063fd3f,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-5-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-5-s2.tsv,d79eacafcba7525cef67c23638a9fd90a67e339732cc4a73ca23aa21b17c20aa,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-6-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-6-s1.tsv,bfc6e03ddb72c027ddbea6ce9a3133deac94f015d9e0950ac3ac0e29baea8b38,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-6-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-6-s2.tsv,a748700a75c14fcc0fef0057b5ff63c1cb7e5aa478ec39a094dc5e292ed15354,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-7-r1-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-7-r1-s1.tsv,443ca3786de2f027b2f03c6627a49ab2ae36e112017e10f97797a2517e9c1c78,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-7-r1-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-7-r1-s2.tsv,63bb3ee33e53468fa5a0ef969edddee753461943794aeb38443237cd5b52982b,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-7-r2-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-7-r2-s1.tsv,55a9cb2a3b512f8c04b9783ed404c2e0312b9768380c3fdcfc873aa7716e0bf8,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-8-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-8-s1.tsv,ca0c1f9099fa3d900b7f06c73fb708bdd5f9b27f0851246bd01798efb29a3406,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-8-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-8-s2.tsv,a4cfa54ff76b89081234fa3153b17eae17773ba4267ba6d8cdeda5e4580ee134,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-9-r1-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-9-r1-s1.tsv,11c051e8e4d7160d8e581b9a6cc0b5fe6eda9ea25d097cd9c69c51c65176fdaa,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-9-r1-s2.mp3,complete,whisper,large-v3,mlx,,341-roswell-9-r1-s2.tsv,4a1e7f224379212932d159bc93657a55b34e98128151ed91679f6069e30b1f1e,,
originals/National-Archives-UAP-Bulk/other/566843/341-roswell-9-r2-s1.mp3,complete,whisper,large-v3,mlx,,341-roswell-9-r2-s1.tsv,7e02e5511e2b5e4f417e26bd3537bcc718d66d6653ae3d47d7ced33a27595f7d,,
originals/National-Archives-UAP-Bulk/video/234273290/un-un-22-276.mp4,complete,whisper,large-v3,mlx,,un-un-22-276.tsv,8deb3769ef372b41e88101c8d0d2d88262040f2ae983136700a0271775a8aec7,,
originals/National-Archives-UAP-Bulk/video/234273597/un-un-25-586-1-5.mp4,complete,whisper,large-v3,mlx,,un-un-25-586-1-5.tsv,c5b65228953eecfc84bd6de9108c24b2e16944e43154a14fb177f2dbfbc105bf,,
originals/National-Archives-UAP-Bulk/video/25738/111-LC-30875.mp4,complete,whisper,large-v3,mlx,,111-LC-30875.tsv,451aaf15247e4ea3e3775ed8f463216a3b7c49fb6b2b37e13becb0afe8a7701f,,
originals/National-Archives-UAP-Bulk/video/56103/306-fp-17.mp4,complete,whisper,large-v3,mlx,,306-fp-17.tsv,b24159b3aa9de6c56477f44e751c7807352cf2139661d58f2fc91fa5da0f1ac3,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-1.mp4,complete,whisper,large-v3,mlx,,341-roswell-1.tsv,db4cd0fe4dd44d10fa218558b0a87d0e5b9495c96b403740d1d9114f529b0f5e,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-12.mp4,complete,whisper,large-v3,mlx,,341-roswell-12.tsv,97284577a4bf393c1d4fe19bd5648a149a7f27c947f76681defe6c656bcda8bf,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-14.mp4,complete,whisper,large-v3,mlx,,341-roswell-14.tsv,81587cb80a4ad4a2e94ec3df346a379e4c2e7216275f72bc1ebde57fdec17767,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-15.mp4,complete,whisper,large-v3,mlx,,341-roswell-15.tsv,ce360fd578f45388126ab09c3e0548e0430799160c4d35364c9c20de6a4dafc1,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-16.mp4,complete,whisper,large-v3,mlx,,341-roswell-16.tsv,53f5b772bb7eb2a7da58da6362f63724285e28ffa4ba481aa85dade7d0fffe65,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-17.mp4,complete,whisper,large-v3,mlx,,341-roswell-17.tsv,87da64380f9604932fec9bdfb5b736d1824559409651a2e5dd52feb5a9a1fac7,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-2.mp4,complete,whisper,large-v3,mlx,,341-roswell-2.tsv,8788ab203211eea2ebe9a7accfe6680d2d725d691df7b5295c5767567ad1aa7d,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-43.mp4,complete,whisper,large-v3,mlx,,341-roswell-43.tsv,aaff6788d16b9fb30a5653851d39a90880a2d46340286cce8ba9636fa5f671f1,,
originals/National-Archives-UAP-Bulk/video/566658/341-roswell-8.mp4,complete,whisper,large-v3,mlx,,341-roswell-8.tsv,4b65633bf79a5b7f1dcffadaa1c112d595756221af3f3008a5e2388db69d1f98,,
originals/National-Archives-UAP-Bulk/video/614788/330-dvic-653.mp4,complete,whisper,large-v3,mlx,,330-dvic-653.tsv,f0098343967ede7286e891fd259abd5a131bf161fc95f0de7b2b013ac2625730,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-323-r1.mp4,complete,whisper,large-v3,mlx,,341-pbb-323-r1.tsv,09f3f87412e7d1f13f9a044e4f4406d8c3c189025181ecd395a8355ac33fabf7,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-323-r2.mp4,complete,whisper,large-v3,mlx,,341-pbb-323-r2.tsv,90649e9ba39698614fb6fc5a9aac013fb2eeb0e95d1c13f99b976b02b37cc1d1,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-345.mp4,complete,whisper,large-v3,mlx,,341-pbb-345.tsv,86c0383c247be82c03c6a0bb3bada395ed190cd165c1f05f09d26fe179cc9804,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-374.mp4,complete,whisper,large-v3,mlx,,341-pbb-374.tsv,0517975039302d22cde3de54a8bbd3cd5deb202ebbfcbe2694ba2fd96c1dbe14,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-382.mp4,complete,whisper,large-v3,mlx,,341-pbb-382.tsv,44f90313b62a66c3bfa6cedb3bfe113ca28ee2ad941ce64d6aa737c17d4af818,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-489.mp4,complete,whisper,large-v3,mlx,,341-pbb-489.tsv,d33debe45adf53d9b37e79d61cff430d0b981c3f5ea936095d9eef3554261467,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-492.mp4,complete,whisper,large-v3,mlx,,341-pbb-492.tsv,374c4085a6a680c3af17abac5a9e1220362305bcfb805ea14316430f64c3176d,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-494.mp4,complete,whisper,large-v3,mlx,,341-pbb-494.tsv,44aea77341e02118b92401819627943c3d38a50f6141d945d135fba926bb0a38,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-535.mp4,complete,whisper,large-v3,mlx,,341-pbb-535.tsv,678cb7ffc6a9fe89b13072f7df50e4525e8dafe2d1174fa2351c2836357576b0,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-554.mp4,complete,whisper,large-v3,mlx,,341-pbb-554.tsv,44aea77341e02118b92401819627943c3d38a50f6141d945d135fba926bb0a38,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-661.mp4,complete,whisper,large-v3,mlx,,341-pbb-661.tsv,4d727d4b1347496530c417c615928c84f218950ba9704588c7ec70cae5d799a8,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-757.mp4,complete,whisper,large-v3,mlx,,341-pbb-757.tsv,f53852d7efb877a83b2b3294f8aaa9472a606caeb525dd9ddd698c46b1784103,,
originals/National-Archives-UAP-Bulk/video/61934/341-pbb-761.mp4,complete,whisper,large-v3,mlx,,341-pbb-761.tsv,1f85e09fb92674cf99326db9b1a411b2bf310f75ac95c73eb3b7698cb201ec9a,,
originals/National-Archives-UAP-Bulk/video/68170/342-usaf-29668.mp4,complete,whisper,large-v3,mlx,,342-usaf-29668.tsv,c093e97baa05a061c529352d63388f4bfec706e7b0d1ba5518c2a9a7aba5dbce,,
