id	title	status	published	video_path	video_bytes	updated_at	url
h3u8EkGI8OQ	"""Aliens Are Accelerating Human Evolution!"" (Ft. Chris Ramsay)"	archived		videos/aliens-are-accelerating-human-evolution-ft-chris-ramsay-h3u8EkGI8OQ.mp4	1117003458	2026-08-01T17:23:00Z	https://youtu.be/h3u8EkGI8OQ
hBrfe4hFuM0	Army Captures Live Alien (Hospital Report Revealed!)	archived		videos/army-captures-live-alien-hospital-report-revealed-hBrfe4hFuM0.mp4	1601957593	2026-08-01T17:18:13Z	https://youtu.be/hBrfe4hFuM0
hXYdkcv5TtY	UFOs, Synchronicities & Prophetic Dreams (Ft. Eric Wargo)	archived		videos/ufos-synchronicities-prophetic-dreams-ft-eric-wargo-hXYdkcv5TtY.mp4	981392750	2026-08-01T17:23:00Z	https://youtu.be/hXYdkcv5TtY
iPxbILOMQ08	Meet The Scientist Who Studies Alien Implants in Human Bodies	archived		videos/meet-the-scientist-who-studies-alien-implants-in-human-bodies-iPxbILOMQ08.mp4	926343393	2026-08-01T17:18:13Z	https://youtu.be/iPxbILOMQ08
iQOibpIDx-4	Eric Weinstein Debates CIA UFO Expert Hal Puthoff	archived		videos/eric-weinstein-debates-cia-ufo-expert-hal-puthoff-iQOibpIDx-4.mp4	603848388	2026-08-01T17:23:53Z	https://youtu.be/iQOibpIDx-4
jMCavr3dVP0	Former NSA Director Breaks Silence on UFOs	archived		videos/former-nsa-director-breaks-silence-on-ufos-jMCavr3dVP0.mp4	2525879458	2026-08-01T17:18:13Z	https://youtu.be/jMCavr3dVP0
jyTKETcxj0M	UFOs & Nukes: The Bizarre Truth Ft. RedPandaKoala	archived		videos/ufos-nukes-the-bizarre-truth-ft-redpandakoala-jyTKETcxj0M.mp4	358741637	2026-08-01T17:23:12Z	https://youtu.be/jyTKETcxj0M
kRO5jOa06Qw	If You Still Think UFOs Are Fake, Watch This (David Grusch Interview)	archived		videos/if-you-still-think-ufos-are-fake-watch-this-david-grusch-interview-kRO5jOa06Qw.mp4	1267092460	2026-08-01T17:23:12Z	https://youtu.be/kRO5jOa06Qw
kccrkCGGzX4	The UFO Cover-Up Leads to One Secret Society — and One Final Event	archived		videos/the-ufo-cover-up-leads-to-one-secret-society-and-one-final-event-kccrkCGGzX4.mp4	1732554547	2026-08-01T17:18:13Z	https://youtu.be/kccrkCGGzX4
lbGE3EC6StE	Meet the Astronomer Tracking UFOs	archived		videos/meet-the-astronomer-tracking-ufos-lbGE3EC6StE.mp4	469772831	2026-08-01T17:23:00Z	https://youtu.be/lbGE3EC6StE
mOWwdIuyaQA	"NASA Chief: ""We Just Built Antigravity Propulsion!”"	archived		videos/nasa-chief-we-just-built-antigravity-propulsion-mOWwdIuyaQA.mp4	1274647888	2026-08-01T17:18:13Z	https://youtu.be/mOWwdIuyaQA
nTiFs8LudUo	UAPGerb: “The New Area51 Is HERE in Utah!”	archived		videos/uapgerb-the-new-area51-is-here-in-utah-nTiFs8LudUo.mp4	1286160976	2026-08-01T17:23:00Z	https://youtu.be/nTiFs8LudUo
nqLnEVcZ8vE	Brazil's Most Famous UFO Cases Confirmed Real By Defense Minister	archived		videos/brazil-s-most-famous-ufo-cases-confirmed-real-by-defense-minister-nqLnEVcZ8vE.mp4	1319268697	2026-08-01T17:18:13Z	https://youtu.be/nqLnEVcZ8vE
p0S0BfoZy0w	Life on Mars Destroyed by Nuclear War! (Ft. Dr. John Brandenburg)	archived		videos/life-on-mars-destroyed-by-nuclear-war-ft-dr-john-brandenburg-p0S0BfoZy0w.mp4	1148095773	2026-08-01T17:23:00Z	https://youtu.be/p0S0BfoZy0w
q7Czo77qhHA	UFOs & Human Experiments: Big Pharma's Horrific Past... (ft. Brigham Buhler)	archived		videos/ufos-human-experiments-big-pharma-s-horrific-past-ft-brigham-buhler-q7Czo77qhHA.mp4	875705432	2026-08-01T17:20:53Z	https://youtu.be/q7Czo77qhHA
qAou_h1POWs	The 26 Year Old Prodigy Reverse Engineering UFOs (Ft. Deep Prasad)	archived		videos/the-26-year-old-prodigy-reverse-engineering-ufos-ft-deep-prasad-qAou_h1POWs.mp4	367788553	2026-08-01T17:23:53Z	https://youtu.be/qAou_h1POWs
tOPF8uCYZr0	Did the CIA Brainwash Charles Manson?	archived		videos/did-the-cia-brainwash-charles-manson-tOPF8uCYZr0.mp4	100915873	2026-08-01T17:23:53Z	https://youtu.be/tOPF8uCYZr0
tS_64sTN5AU	UFOs & Religion: Vatican Reveals Hidden Link (Ft. Diana Pasulka)	archived		videos/ufos-religion-vatican-reveals-hidden-link-ft-diana-pasulka-tS_64sTN5AU.mp4	738289046	2026-08-01T17:23:00Z	https://youtu.be/tS_64sTN5AU
u7g5Sn1DJF4	The Pentagon’s UFO Program Is Real [Here’s How It Works!] ft. UAPGerb	archived		videos/the-pentagons-ufo-program-is-real-heres-how-it-works-ft-uapgerb-u7g5Sn1DJF4.mp4	3334808464	2026-08-01T17:18:13Z	https://youtu.be/u7g5Sn1DJF4
uVVqFg2v7ro	NASA’s Biggest Secret Just Got Exposed (The Truth About The Moon)	archived		videos/nasas-biggest-secret-just-got-exposed-the-truth-about-the-moon-uVVqFg2v7ro.mp4	1505968062	2026-08-01T17:18:13Z	https://youtu.be/uVVqFg2v7ro
uYyXpx7ADJQ	Billionaire Who Bought America’s Most Paranormal Ranch Breaks Silence	archived		videos/there-s-a-ufo-under-the-ranch-skinwalker-owner-breaks-silence-uYyXpx7ADJQ.mp4	1948596077	2026-08-01T17:18:13Z	https://youtu.be/uYyXpx7ADJQ
wT5-hXWIkzM	Meet The Scientist BANNED By TED Talks (ft. Rupert Sheldrake)	archived		videos/meet-the-scientist-banned-by-ted-talks-ft-rupert-sheldrake-wT5-hXWIkzM.mp4	1000009885	2026-08-01T17:23:00Z	https://youtu.be/wT5-hXWIkzM
wlsQIbpEKSM	Why America’s Top Scientists Are Going Missing	archived		videos/why-americas-top-scientists-are-going-missing-wlsQIbpEKSM.mp4	1782674401	2026-08-01T17:18:13Z	https://youtu.be/wlsQIbpEKSM
xnxasfyHtfo	Eric Weinstein Demands UFO Secrets From Pentagon Scientist	archived		videos/eric-weinstein-demands-ufo-secrets-from-pentagon-scientist-xnxasfyHtfo.mp4	2016336087	2026-08-01T17:18:13Z	https://youtu.be/xnxasfyHtfo
yAvD5UTziTo	Meet The DARPA Scientist Abducted By an Alien	archived		videos/meet-the-darpa-scientist-abducted-by-an-alien-yAvD5UTziTo.mp4	2090376535	2026-08-01T17:23:00Z	https://youtu.be/yAvD5UTziTo
yJUBSuPh1pM	Hollywood, The CIA & UFOs: The History Beyond Spielberg	archived		videos/hollywood-the-cia-ufos-the-history-beyond-spielberg-yJUBSuPh1pM.mp4	2831434592	2026-08-01T17:18:13Z	https://youtu.be/yJUBSuPh1pM
y_8IKKcTntQ	Meet The Startup Summoning UFOs: Skywatcher Interview	archived		videos/meet-the-startup-summoning-ufos-skywatcher-interview-y_8IKKcTntQ.mp4	1327295909	2026-08-01T17:23:00Z	https://youtu.be/y_8IKKcTntQ
zjpvfDFc4fg	NASA & UFOs: Pagan Rituals, Secret Science & Time Travel	archived		videos/nasa-ufos-pagan-rituals-secret-science-time-travel-zjpvfDFc4fg.mp4	812089530	2026-08-01T17:20:53Z	https://youtu.be/zjpvfDFc4fg
zrmG2jBckgk	Meet the Scientist Who Scanned Beneath the Pyramids	archived		videos/meet-the-scientist-who-scanned-beneath-the-pyramids-zrmG2jBckgk.mp4	1173171327	2026-08-01T17:18:13Z	https://youtu.be/zrmG2jBckgk
